temporada,semana,time_casa,time_fora,gols_casa,gols_fora,odd_casa,odd_empate,odd_fora,vencedor,odd_vencedora
2017,14,Athletico-PR,Bahia,4,1,2.25,3.1,4.6,,
2017,14,Botafogo,Grêmio,1,0,2.5,4.0,11.0,,
2017,15,Santos,Fluminense,0,0,2.3,3.5,4.0,,
2017,15,Corinthians,Vitória,0,1,3.1,4.5,7.5,,
2017,15,Flamengo,Atlético-GO,2,0,1.65,4.5,8.0,,
2017,15,Grêmio,Athletico-PR,0,0,2.55,3.4,4.8,,
2017,15,Avaí,São Paulo,1,1,4.2,3.4,2.65,,
2017,15,Bahia,Vasco da Gama,3,0,1.85,12.0,51.0,,
2017,15,Cruzeiro,Sport Recife,2,0,1.67,5.25,19.0,,
2017,15,Ponte Preta,Botafogo,2,1,2.45,3.6,5.5,,
2017,15,Coritiba,Santos,0,0,3.0,3.2,3.2,,
2017,15,Palmeiras,Chapecoense,0,2,3.6,4.0,7.0,,
2017,16,Fluminense,Atlético Mineiro,2,1,2.2,4.33,10.0,,
2017,16,Chapecoense,Corinthians,0,1,3.6,3.0,2.9,,
2017,16,Fluminense,Vasco da Gama,0,1,5.75,3.2,4.0,,
2017,16,Corinthians,Atlético-GO,0,1,1.67,4.5,8.0,,
2017,16,Bahia,Botafogo,1,2,2.3,3.25,4.6,,
2017,16,Flamengo,Athletico-PR,2,0,1.53,6.5,26.0,,
2017,16,Palmeiras,São Paulo,4,2,2.25,3.25,4.3,,
2017,16,Ponte Preta,Atlético Mineiro,1,2,2.45,3.7,9.5,,
2017,16,Avaí,Chapecoense,1,0,2.6,4.0,11.0,,
2017,16,Cruzeiro,Santos,1,1,4.8,3.4,5.25,,
2017,17,Coritiba,Vitória,0,1,2.5,3.3,4.2,,
2017,17,Grêmio,Sport Recife,5,0,1.67,13.0,81.0,,
2017,18,Atlético Mineiro,Palmeiras,1,1,2.1,3.3,3.8,Empate,3.3
2017,18,Vasco da Gama,Grêmio,1,0,3.2,3.0,2.5,Vasco da Gama,3.2
2017,18,São Paulo,Ponte Preta,2,2,1.73,3.5,5.0,Empate,3.5
2017,18,Athletico-PR,Coritiba,1,1,1.75,3.4,5.5,,
2017,18,Santos,Corinthians,2,0,2.45,3.1,3.05,,
2017,18,Sport Recife,Avaí,0,1,1.5,4.0,8.5,,
2017,18,Vitória,Fluminense,2,2,2.2,3.25,3.25,,
2017,18,Botafogo,Flamengo,2,0,3.6,3.15,2.25,,
2017,18,Chapecoense,Cruzeiro,1,2,3.1,3.1,2.45,,
2017,19,Atlético-GO,Bahia,1,1,2.5,3.05,3.0,,
2017,19,Botafogo,Santos,2,0,2.05,3.2,4.0,,
2017,19,Ponte Preta,Atlético-GO,1,3,1.61,3.8,5.5,,
2017,19,Avaí,Atlético Mineiro,1,1,3.75,3.1,2.1,,
2017,19,Athletico-PR,Fluminense,3,1,1.8,3.4,5.5,,
2017,19,Corinthians,Vasco da Gama,1,0,1.53,3.7,7.5,,
2017,19,Flamengo,Sport Recife,2,0,1.5,4.2,7.0,,
2017,19,Grêmio,Chapecoense,0,1,1.65,3.6,5.75,,
2017,19,Vitória,São Paulo,1,2,2.45,3.25,3.0,,
2017,19,Cruzeiro,Bahia,1,0,1.53,3.8,7.5,,
2017,20,Palmeiras,Coritiba,1,0,1.43,4.2,9.0,,
2017,20,Flamengo,Avaí,1,1,1.43,4.65,8.5,Empate,4.65
2017,20,Santos,Athletico-PR,1,0,2.0,3.2,4.33,Santos,2.0
2017,20,São Paulo,Corinthians,1,1,2.2,3.25,3.5,Empate,3.25
2017,20,Atlético-GO,Cruzeiro,1,2,2.8,3.1,2.63,Cruzeiro,2.63
2017,20,Chapecoense,Ponte Preta,1,0,1.95,3.4,4.33,Chapecoense,1.95
2017,20,Coritiba,Botafogo,2,3,2.4,3.1,3.2,Botafogo,3.2
2017,20,Fluminense,Palmeiras,0,1,3.1,3.2,2.4,Palmeiras,2.4
2017,20,Atlético Mineiro,Vitória,1,3,1.5,4.45,6.0,Vitória,6.0
2017,20,Bahia,Grêmio,1,0,2.3,3.2,3.2,Bahia,2.3
2017,21,Sport Recife,Vasco da Gama,1,1,1.8,3.6,4.33,,
2017,21,Bahia,Coritiba,1,1,1.88,3.4,4.5,Empate,3.4
2017,21,Vasco da Gama,Chapecoense,1,1,2.02,3.25,4.0,Empate,3.25
2017,21,Palmeiras,Santos,0,1,1.61,3.7,6.0,Santos,6.0
2017,21,Avaí,Atlético-GO,0,2,2.15,3.25,3.6,Atlético-GO,3.6
2017,21,Botafogo,Vitória,2,3,1.73,3.6,4.75,Vitória,4.75
2017,21,Cruzeiro,Corinthians,1,1,2.2,3.15,3.8,Empate,3.15
2017,21,Grêmio,Fluminense,1,0,1.63,4.0,5.5,Grêmio,1.63
2017,21,São Paulo,Sport Recife,1,0,1.55,3.8,7.0,São Paulo,1.55
2017,21,Athletico-PR,Atlético Mineiro,0,2,2.2,3.25,3.4,Atlético Mineiro,3.4
2017,22,Ponte Preta,Flamengo,1,0,3.25,3.25,2.3,,
2017,22,Cruzeiro,Ponte Preta,2,1,1.57,3.9,6.5,,
2017,23,Athletico-PR,Atlético-GO,2,2,1.6,3.95,6.0,,
2017,23,Botafogo,Chapecoense,2,1,1.77,3.45,5.25,,
2017,23,Corinthians,Coritiba,3,1,1.57,3.9,6.5,,
2017,23,Atlético Mineiro,São Paulo,1,0,2.15,3.4,3.6,,
2017,23,Avaí,Vasco da Gama,1,2,2.5,3.1,2.95,,
2017,23,Grêmio,Cruzeiro,0,1,1.97,3.3,4.33,,
2017,23,Flamengo,Fluminense,1,1,1.6,3.9,6.0,,
2017,23,Ponte Preta,Santos,1,1,2.34,3.1,3.3,,
2017,23,Vitória,Sport Recife,1,2,2.25,3.4,3.2,,
2017,23,Palmeiras,Bahia,2,2,1.57,4.0,6.5,,
2017,23,Vasco da Gama,Botafogo,1,0,2.63,3.2,2.8,Vasco da Gama,2.63
2017,23,São Paulo,Athletico-PR,2,1,1.8,3.6,4.75,São Paulo,1.8
2017,23,Atlético-GO,Palmeiras,1,3,3.8,3.3,2.1,Palmeiras,2.1
2017,23,Chapecoense,Flamengo,0,1,3.5,3.25,2.15,Flamengo,2.15
2017,23,Fluminense,Avaí,1,0,1.65,3.75,5.5,Fluminense,1.65
2017,23,Sport Recife,Atlético Mineiro,1,1,2.3,3.3,3.2,Empate,3.3
2017,23,Bahia,Corinthians,2,0,2.6,3.1,2.9,Bahia,2.6
2017,23,Coritiba,Grêmio,0,1,3.25,3.1,2.35,Grêmio,2.35
2017,24,Santos,Vitória,2,2,1.62,4.0,5.2,,
2017,24,Atlético-GO,Vasco da Gama,0,1,2.5,3.2,2.87,,
2017,24,Coritiba,Cruzeiro,1,0,3.2,3.2,2.33,,
2017,24,Atlético Mineiro,Chapecoense,2,3,1.44,4.33,7.0,,
2017,24,Avaí,Botafogo,1,1,2.9,3.1,2.62,,
2017,24,Corinthians,Grêmio,0,0,2.1,3.2,4.2,,
2017,24,Fluminense,São Paulo,3,1,2.7,3.1,2.7,,
2017,24,Palmeiras,Ponte Preta,2,0,1.48,4.2,7.5,,
2017,24,Vitória,Athletico-PR,2,3,2.25,3.29,3.2,,
2017,24,Flamengo,Bahia,4,1,1.48,4.25,8.0,,
2017,24,Sport Recife,Santos,1,1,1.93,3.5,4.0,,
2017,24,Vasco da Gama,Coritiba,1,1,2.04,3.29,3.8,,
2017,24,Athletico-PR,Sport Recife,2,1,1.8,3.5,4.75,,
2017,24,Bahia,Vitória,2,1,2.0,3.3,4.0,,
2017,24,Cruzeiro,Atlético Mineiro,1,3,1.88,3.4,4.33,,
2017,24,Grêmio,Palmeiras,1,3,2.9,3.1,2.7,,
2017,24,Santos,Atlético-GO,1,0,1.55,4.2,7.5,,
2017,24,São Paulo,Flamengo,2,0,2.3,3.2,3.2,,
2017,24,Chapecoense,Fluminense,2,0,2.05,3.3,4.0,,
2017,24,Ponte Preta,Avaí,1,2,1.73,3.5,5.25,,
2017,25,Botafogo,Corinthians,2,1,2.62,3.0,2.9,,
2017,25,São Paulo,Santos,2,1,1.93,3.5,4.2,,
2017,25,Flamengo,Vasco da Gama,0,0,1.75,3.5,5.0,,
2017,25,Athletico-PR,Chapecoense,0,0,1.8,3.5,4.5,,
2017,25,Atlético Mineiro,Botafogo,0,0,1.77,3.75,4.75,,
2017,25,Fluminense,Bahia,1,1,2.0,3.29,3.79,,
2017,25,Ponte Preta,Corinthians,1,0,3.29,3.1,2.4,,
2017,25,Sport Recife,Coritiba,3,4,1.83,3.5,4.5,,
2017,25,Vitória,Atlético-GO,1,1,1.6,4.0,6.5,,
2017,25,Avaí,Grêmio,2,2,2.4,3.0,3.39,,
2017,26,Palmeiras,Cruzeiro,2,2,1.7,3.65,5.5,,
2017,26,Santos,Atlético Mineiro,3,1,2.17,3.29,3.39,,
2017,26,Atlético-GO,São Paulo,0,1,3.79,3.29,2.05,,
2017,26,Botafogo,Fluminense,1,2,1.98,3.29,4.0,,
2017,26,Coritiba,Avaí,4,0,1.73,3.5,5.25,,
2017,26,Corinthians,Palmeiras,3,2,2.35,3.05,3.29,Corinthians,2.35
2017,26,Cruzeiro,Athletico-PR,1,0,1.8,3.5,4.75,Cruzeiro,1.8
2017,26,Grêmio,Flamengo,3,1,2.29,3.05,3.4,Grêmio,2.29
2017,26,Bahia,Ponte Preta,2,0,1.73,3.5,5.5,Bahia,1.73
2017,26,Chapecoense,Sport Recife,1,1,2.29,3.29,3.9,Empate,3.29
2017,26,Vasco da Gama,Vitória,1,1,2.1,3.29,3.5,Empate,3.29
2017,27,Avaí,Bahia,1,2,2.79,3.1,2.7,,
2017,27,Ponte Preta,Grêmio,0,1,2.35,3.1,3.5,,
2017,27,Athletico-PR,Corinthians,0,1,2.5,3.1,3.0,,
2017,27,Sport Recife,Botafogo,1,2,2.05,3.39,3.75,,
2017,27,Flamengo,Cruzeiro,2,0,1.75,3.55,5.25,,
2017,27,Vitória,Palmeiras,3,1,3.05,3.2,2.5,,
2017,27,Atlético Mineiro,Atlético-GO,3,2,1.33,5.5,9.5,,
2017,27,São Paulo,Chapecoense,2,2,1.58,3.9,6.5,,
2017,27,Fluminense,Coritiba,2,2,1.93,3.39,4.0,,
2017,27,Botafogo,Athletico-PR,0,1,2.05,3.3,3.79,,
2017,27,Corinthians,Avaí,1,0,1.4,4.6,8.0,,
2017,27,Atlético-GO,Sport Recife,2,0,3.0,3.3,2.35,,
2017,27,Grêmio,Vitória,1,1,1.85,3.5,4.2,,
2017,27,Palmeiras,Flamengo,2,0,2.0,3.39,4.0,,
2017,27,Vasco da Gama,São Paulo,1,1,3.0,3.2,2.55,,
2017,27,Bahia,Atlético Mineiro,2,2,2.02,3.39,3.75,,
2017,27,Coritiba,Ponte Preta,1,1,1.9,3.5,4.33,,
2017,27,Cruzeiro,Fluminense,3,1,1.75,3.6,5.5,,
2017,28,Chapecoense,Santos,2,0,2.32,3.15,3.29,,
2017,28,Ponte Preta,Athletico-PR,2,1,2.15,3.29,3.79,,
2017,28,Cruzeiro,Avaí,2,2,1.5,4.15,8.0,,
2017,28,Grêmio,São Paulo,1,0,2.0,3.29,3.79,,
2017,28,Corinthians,Fluminense,3,1,1.57,3.9,6.5,,
2017,28,Vasco da Gama,Atlético Mineiro,1,1,2.7,3.25,2.65,,
2017,28,Botafogo,Atlético-GO,1,2,1.5,4.2,7.0,,
2017,28,Chapecoense,Vitória,2,1,2.39,3.3,3.1,,
2017,28,Palmeiras,Sport Recife,5,1,1.54,4.33,5.5,,
2017,28,Bahia,Santos,3,1,1.95,3.5,3.8,,
2017,28,Coritiba,Flamengo,1,0,2.89,3.2,2.5,,
2017,28,Atlético-GO,Chapecoense,1,1,2.39,3.25,2.9,,
2017,28,Flamengo,Corinthians,3,0,1.9,3.75,4.75,,
2017,28,São Paulo,Botafogo,0,0,1.95,3.5,3.9,,
2017,28,Sport Recife,Bahia,1,0,2.04,3.39,3.5,,
2017,28,Vitória,Cruzeiro,1,1,2.0,3.5,3.79,,
2017,28,Athletico-PR,Vasco da Gama,3,1,2.0,3.3,3.75,,
2017,28,Atlético Mineiro,Coritiba,3,0,1.57,4.0,5.75,,
2017,28,Santos,Grêmio,1,0,1.57,4.2,6.0,,
2017,29,Fluminense,Ponte Preta,2,0,1.9,3.4,4.33,,
2017,29,Avaí,Palmeiras,2,1,3.65,3.5,2.1,,
2017,29,Fluminense,Sport Recife,1,2,2.2,3.4,3.05,,
2017,29,Avaí,Athletico-PR,1,0,2.25,3.25,3.05,,
2017,29,Corinthians,Atlético Mineiro,2,2,2.25,3.35,3.2,,
2017,29,Coritiba,São Paulo,1,2,1.93,3.3,3.8,,
2017,29,Cruzeiro,Vasco da Gama,0,1,1.83,3.5,4.0,,
2017,29,Grêmio,Atlético-GO,1,1,1.74,3.6,4.75,,
2017,29,Ponte Preta,Vitória,2,3,2.15,3.2,3.4,,
2017,29,Bahia,Chapecoense,0,1,1.67,3.6,4.75,,
2017,29,Flamengo,Santos,1,2,1.75,3.5,4.5,,
2017,30,Palmeiras,Botafogo,2,0,1.75,3.6,4.5,,
2017,30,Athletico-PR,Palmeiras,3,0,2.75,3.2,2.5,,
2017,30,Atlético-GO,Fluminense,1,1,2.4,3.25,2.8,,
2017,30,Atlético Mineiro,Grêmio,4,3,1.25,6.25,8.75,,
2017,30,Botafogo,Cruzeiro,2,2,1.75,3.5,4.33,,
2017,30,Chapecoense,Coritiba,2,1,2.1,3.3,3.3,,
2017,30,Santos,Avaí,1,1,1.93,3.5,3.6,,
2017,30,São Paulo,Bahia,1,1,1.68,3.7,4.95,,
2017,30,Sport Recife,Corinthians,1,0,1.42,4.85,7.95,,
2017,30,Vasco da Gama,Ponte Preta,2,1,1.35,4.75,7.75,,
2017,30,Vitória,Flamengo,1,2,2.19,3.5,3.3,,
2018,1,Cruzeiro,Grêmio,0,1,1.9,3.25,4.5,Grêmio,4.5
2018,1,Vitória,Flamengo,2,2,3.39,3.25,2.14,Empate,3.25
2018,1,Santos,Ceará,2,0,1.53,3.75,7.0,Santos,1.53
2018,1,América-MG,Sport Recife,3,0,1.9,3.39,4.0,América-MG,1.9
2018,1,Corinthians,Fluminense,2,1,1.57,3.6,7.0,Corinthians,1.57
2018,1,Internacional,Bahia,2,0,1.7,3.5,5.25,Internacional,1.7
2018,1,Vasco da Gama,Atlético Mineiro,2,1,2.7,3.1,2.7,Vasco da Gama,2.7
2018,1,Athletico-PR,Chapecoense,5,1,1.85,3.29,4.5,Athletico-PR,1.85
2018,2,Botafogo,Palmeiras,1,1,3.5,3.29,2.1,Empate,3.29
2018,2,São Paulo,Paraná,1,0,1.39,4.2,8.5,São Paulo,1.39
2018,2,Bahia,Santos,1,0,2.38,3.2,3.6,Bahia,2.38
2018,2,Flamengo,América-MG,2,0,1.44,4.6,9.0,Flamengo,1.44
2018,2,Paraná,Corinthians,0,4,3.8,3.1,2.2,Corinthians,2.2
2018,2,Atlético Mineiro,Vitória,2,1,1.5,4.2,7.5,Atlético Mineiro,1.5
2018,2,Ceará,São Paulo,0,0,3.0,3.2,2.55,Empate,3.2
2018,2,Chapecoense,Vasco da Gama,1,1,1.83,3.6,4.6,Empate,3.6
2018,2,Fluminense,Cruzeiro,1,0,2.63,3.2,2.8,Fluminense,2.63
2018,2,Palmeiras,Internacional,1,0,1.55,3.8,7.0,Palmeiras,1.55
2018,2,Grêmio,Athletico-PR,0,0,1.61,3.8,7.0,Empate,3.8
2018,3,Sport Recife,Botafogo,1,1,2.25,3.29,3.5,Empate,3.29
2018,3,Botafogo,Grêmio,2,1,2.55,3.0,3.29,Botafogo,2.55
2018,3,Atlético Mineiro,Corinthians,1,0,2.04,3.3,4.0,Atlético Mineiro,2.04
2018,3,Bahia,Athletico-PR,0,0,2.29,3.3,4.0,Empate,3.3
2018,3,Ceará,Flamengo,0,3,3.39,3.2,2.3,Flamengo,2.3
2018,3,Fluminense,São Paulo,1,1,2.4,3.25,3.1,Empate,3.25
2018,3,Palmeiras,Chapecoense,0,0,1.33,5.0,11.0,Empate,5.0
2018,3,Paraná,Sport Recife,1,2,2.2,3.25,3.6,Sport Recife,3.6
2018,3,Internacional,Cruzeiro,0,0,2.14,3.25,4.75,Empate,3.25
2018,4,América-MG,Vitória,2,1,2.0,3.3,4.2,América-MG,2.0
2018,4,São Paulo,Atlético Mineiro,2,2,2.05,3.3,4.0,Empate,3.3
2018,4,Vasco da Gama,América-MG,4,1,2.0,3.3,4.0,Vasco da Gama,2.0
2018,4,Corinthians,Ceará,1,1,1.67,3.6,6.0,Empate,3.6
2018,4,Athletico-PR,Palmeiras,1,3,3.0,3.2,2.55,Palmeiras,2.55
2018,4,Cruzeiro,Botafogo,1,0,1.44,4.2,9.0,Cruzeiro,1.44
2018,4,Flamengo,Internacional,2,0,1.75,3.6,5.0,Flamengo,1.75
2018,4,Vitória,Fluminense,1,2,2.05,3.5,4.0,Fluminense,4.0
2018,4,Grêmio,Santos,5,1,1.6,3.8,6.5,Grêmio,1.6
2018,4,Sport Recife,Bahia,2,0,2.2,3.25,3.6,Sport Recife,2.2
2018,5,Chapecoense,Paraná,1,1,1.75,3.5,5.5,Empate,3.5
2018,5,Grêmio,Internacional,0,0,1.85,3.39,5.0,Empate,3.39
2018,5,Cruzeiro,Sport Recife,2,0,1.39,4.6,9.0,Cruzeiro,1.39
2018,5,Athletico-PR,Atlético Mineiro,1,2,2.45,3.25,3.1,Atlético Mineiro,3.1
2018,5,Bahia,São Paulo,2,2,2.3,3.1,3.6,Empate,3.1
2018,5,Chapecoense,Flamengo,3,2,3.3,3.2,2.4,Chapecoense,3.3
2018,5,Corinthians,Palmeiras,1,0,3.0,3.1,2.7,Corinthians,3.0
2018,5,Santos,Paraná,3,1,1.5,4.0,7.5,Santos,1.5
2018,6,Botafogo,Fluminense,2,1,2.3,3.2,3.3,Botafogo,2.3
2018,6,Ceará,América-MG,2,2,2.1,3.25,4.2,Empate,3.25
2018,6,Atlético Mineiro,Cruzeiro,1,0,2.0,3.3,4.33,Atlético Mineiro,2.0
2018,6,Flamengo,Vasco da Gama,1,1,1.57,4.0,6.0,Empate,4.0
2018,6,Palmeiras,Bahia,3,0,1.4,4.6,9.0,Palmeiras,1.4
2018,6,Vitória,Ceará,2,1,1.87,3.5,4.5,Vitória,1.87
2018,6,América-MG,Botafogo,1,0,2.25,3.25,3.4,América-MG,2.25
2018,6,Paraná,Grêmio,0,0,5.5,3.4,1.85,Empate,3.4
2018,6,São Paulo,Santos,1,0,2.05,3.3,3.9,São Paulo,2.05
2018,6,Sport Recife,Corinthians,1,1,2.0,3.25,4.5,Empate,3.25
2018,6,Fluminense,Athletico-PR,2,0,1.91,3.5,4.33,Fluminense,1.91
2018,7,Internacional,Chapecoense,3,0,1.66,3.6,6.5,Internacional,1.66
2018,7,Fluminense,Chapecoense,3,1,1.87,3.3,4.6,Fluminense,1.87
2018,7,Palmeiras,Sport Recife,2,3,1.33,5.0,12.0,Sport Recife,12.0
2018,7,Atlético Mineiro,Flamengo,0,1,1.91,3.4,5.0,Flamengo,5.0
2018,7,Paraná,Athletico-PR,0,0,2.7,3.1,3.0,Empate,3.1
2018,7,Bahia,Vasco da Gama,3,0,1.73,3.75,5.5,Bahia,1.73
2018,7,Botafogo,Vitória,1,1,1.87,3.75,4.33,Empate,3.75
2018,7,Internacional,Corinthians,2,1,1.83,3.5,5.0,Internacional,1.83
2018,7,Santos,Cruzeiro,0,1,2.9,3.0,2.75,Cruzeiro,2.75
2018,7,América-MG,São Paulo,1,3,2.9,3.1,2.75,São Paulo,2.75
2018,7,Ceará,Grêmio,0,1,3.75,3.1,2.2,Grêmio,2.2
2018,8,Sport Recife,Atlético Mineiro,3,2,2.7,3.25,2.8,Sport Recife,2.7
2018,8,Vasco da Gama,Paraná,1,0,1.95,3.25,4.5,Vasco da Gama,1.95
2018,8,Vitória,Internacional,2,3,3.5,3.2,2.3,Internacional,2.3
2018,8,Chapecoense,Ceará,2,0,1.9,3.3,4.6,Chapecoense,1.9
2018,8,São Paulo,Botafogo,3,2,1.57,3.9,6.5,São Paulo,1.57
2018,8,Cruzeiro,Palmeiras,1,0,2.05,3.4,3.8,Cruzeiro,2.05
2018,8,Grêmio,Fluminense,0,0,1.4,4.5,9.0,Empate,4.5
2018,8,Flamengo,Bahia,2,0,1.4,4.33,9.5,Flamengo,1.4
2018,8,Corinthians,América-MG,1,0,1.53,3.9,7.5,Corinthians,1.53
2018,8,Athletico-PR,Santos,2,0,2.3,3.3,3.4,Athletico-PR,2.3
2018,8,Atlético Mineiro,Chapecoense,3,3,1.55,4.0,6.5,Empate,4.0
2018,8,Internacional,Sport Recife,0,0,1.4,4.5,10.0,Empate,4.5
2018,8,Vasco da Gama,Botafogo,1,2,2.5,3.3,2.9,Botafogo,2.9
2018,8,Palmeiras,São Paulo,3,1,2.0,3.4,4.0,Palmeiras,2.0
2018,8,América-MG,Athletico-PR,3,1,2.5,3.2,3.0,América-MG,2.5
2018,8,Bahia,Grêmio,0,2,3.0,3.1,2.63,Grêmio,2.63
2018,8,Flamengo,Corinthians,1,0,1.7,3.6,6.0,Flamengo,1.7
2018,8,Ceará,Cruzeiro,0,1,5.0,3.3,1.9,Cruzeiro,1.9
2018,9,Paraná,Fluminense,2,1,2.7,3.1,3.0,Paraná,2.7
2018,9,São Paulo,Internacional,0,0,2.2,3.1,3.8,Empate,3.1
2018,9,Botafogo,Ceará,0,0,1.61,3.8,7.0,Empate,3.8
2018,9,Vitória,Chapecoense,1,0,2.2,3.3,3.5,Vitória,2.2
2018,9,Corinthians,Santos,1,1,1.8,3.3,4.75,Empate,3.3
2018,9,Sport Recife,Athletico-PR,1,0,2.05,3.4,3.75,Sport Recife,2.05
2018,9,Cruzeiro,Vasco da Gama,1,1,1.53,3.6,7.5,Empate,3.6
2018,9,Grêmio,Palmeiras,0,2,2.04,3.2,4.5,Palmeiras,4.5
2018,9,Fluminense,Flamengo,0,2,4.75,3.3,1.9,Flamengo,1.9
2018,9,Paraná,Bahia,1,0,2.5,3.0,3.2,Paraná,2.5
2018,9,América-MG,Atlético Mineiro,1,3,4.5,3.4,1.87,Atlético Mineiro,1.87
2018,9,Athletico-PR,São Paulo,0,1,2.8,3.2,2.7,São Paulo,2.7
2018,9,Chapecoense,Cruzeiro,2,0,3.7,3.1,2.2,Chapecoense,3.7
2018,9,Atlético Mineiro,Fluminense,5,2,1.55,4.0,6.5,Atlético Mineiro,1.55
2018,9,Bahia,Botafogo,3,3,1.83,3.5,4.75,Empate,3.5
2018,9,Ceará,Palmeiras,2,2,6.0,3.6,1.66,Empate,3.6
2018,9,Grêmio,América-MG,1,0,1.33,4.75,12.0,Grêmio,1.33
2018,9,Flamengo,Paraná,2,0,1.3,5.0,13.0,Flamengo,1.3
2018,10,América-MG,Chapecoense,0,0,2.1,3.3,3.9,Empate,3.3
2018,10,Paraná,Cruzeiro,1,1,3.9,3.1,2.15,Empate,3.1
2018,10,Sport Recife,Grêmio,0,0,3.1,3.2,2.55,Empate,3.2
2018,10,Botafogo,Athletico-PR,2,0,2.05,3.25,4.0,Botafogo,2.05
2018,10,Palmeiras,Flamengo,1,1,2.04,3.25,3.8,Empate,3.25
2018,10,Atlético Mineiro,Ceará,2,1,1.29,5.5,11.0,Atlético Mineiro,1.29
2018,10,Bahia,Corinthians,1,0,1.87,3.4,4.6,Bahia,1.87
2018,11,Ceará,Sport Recife,1,0,2.63,3.1,3.0,Ceará,2.63
2018,11,Corinthians,Botafogo,2,0,2.0,3.3,4.2,Corinthians,2.0
2018,11,Flamengo,São Paulo,0,1,2.04,3.3,4.0,São Paulo,4.0
2018,11,Grêmio,Atlético Mineiro,2,0,1.62,3.75,6.0,Grêmio,1.62
2018,11,Chapecoense,Bahia,1,1,2.05,3.1,4.2,Empate,3.1
2018,11,Cruzeiro,América-MG,3,1,1.49,4.2,7.5,Cruzeiro,1.49
2018,11,Athletico-PR,Internacional,2,2,2.63,3.1,3.0,Empate,3.1
2018,11,Flamengo,Botafogo,2,0,1.68,3.6,5.5,Flamengo,1.68
2018,11,São Paulo,Corinthians,3,1,2.0,3.2,4.0,São Paulo,2.0
2018,11,Palmeiras,Atlético Mineiro,3,2,1.56,4.1,6.5,Palmeiras,1.56
2018,11,Sport Recife,Fluminense,1,2,2.04,3.25,3.75,Fluminense,3.75
2018,11,Cruzeiro,Athletico-PR,2,1,1.44,4.2,8.5,Cruzeiro,1.44
2018,12,Internacional,Ceará,1,0,1.53,4.1,7.35,Internacional,1.53
2018,12,Fluminense,Palmeiras,1,0,3.4,3.3,2.21,Fluminense,3.4
2018,12,Corinthians,Cruzeiro,2,0,3.25,3.0,2.37,Corinthians,3.25
2018,12,Botafogo,Chapecoense,1,0,1.83,3.3,4.75,Botafogo,1.83
2018,12,Grêmio,São Paulo,2,1,1.85,3.3,4.5,Grêmio,1.85
2018,12,América-MG,Internacional,2,1,2.9,3.1,2.55,América-MG,2.9
2018,12,Ceará,Fluminense,1,0,2.63,3.1,2.9,Ceará,2.63
2018,12,Palmeiras,Paraná,3,0,1.25,4.6,10.5,Palmeiras,1.25
2018,12,Cruzeiro,São Paulo,0,2,1.7,3.5,5.5,São Paulo,5.5
2018,12,Flamengo,Sport Recife,4,1,1.4,4.2,9.5,Flamengo,1.4
2018,12,Internacional,Botafogo,3,0,1.56,3.8,7.0,Internacional,1.56
2018,12,Chapecoense,Grêmio,1,1,2.37,3.0,3.3,Empate,3.0
2018,13,Bahia,Atlético Mineiro,2,2,2.25,3.4,3.2,Empate,3.4
2018,13,Botafogo,Santos,0,0,2.7,3.2,2.75,Empate,3.2
2018,13,Grêmio,Flamengo,2,0,3.2,3.0,2.63,Grêmio,3.2
2018,13,Corinthians,Athletico-PR,0,0,2.29,3.1,3.4,Empate,3.1
2018,13,América-MG,Palmeiras,0,0,3.3,3.2,2.29,Empate,3.2
2018,13,Paraná,Ceará,0,1,2.05,4.35,8.35,Ceará,8.35
2018,13,Vitória,Cruzeiro,1,1,2.5,3.25,3.0,Empate,3.25
2018,13,Fluminense,Bahia,1,1,2.05,3.3,4.0,Empate,3.3
2018,13,Sport Recife,Chapecoense,1,1,2.02,3.3,4.5,Empate,3.3
2018,14,Atlético Mineiro,Internacional,0,1,2.22,3.3,3.4,Internacional,3.4
2018,14,Ceará,Santos,1,1,3.2,3.0,2.45,Empate,3.0
2018,14,Ceará,Athletico-PR,0,0,2.3,3.1,3.6,Empate,3.1
2018,14,Bahia,América-MG,1,0,1.62,3.75,6.0,Bahia,1.62
2018,14,Atlético Mineiro,Santos,3,1,2.0,3.45,4.2,Atlético Mineiro,2.0
2018,14,Paraná,Botafogo,1,1,2.75,2.95,2.88,Empate,2.95
2018,14,Chapecoense,Corinthians,2,1,1.92,3.5,4.75,Chapecoense,1.92
2018,14,Flamengo,Cruzeiro,1,0,1.67,3.5,6.0,Flamengo,1.67
2018,14,Sport Recife,São Paulo,1,3,3.2,3.1,2.5,São Paulo,2.5
2018,14,Grêmio,Vitória,4,0,1.62,3.6,6.0,Grêmio,1.62
2018,14,Palmeiras,Vasco da Gama,1,0,1.61,3.9,6.0,Palmeiras,1.61
2018,15,Fluminense,Internacional,0,3,2.7,3.0,2.9,Internacional,2.9
2018,15,Santos,Sport Recife,3,0,1.5,4.0,7.0,Santos,1.5
2018,15,Corinthians,Grêmio,0,1,3.4,2.9,2.5,Grêmio,2.5
2018,15,Athletico-PR,Flamengo,3,0,2.6,3.1,3.1,Athletico-PR,2.6
2018,15,Internacional,Paraná,1,0,1.41,4.33,8.5,Internacional,1.41
2018,15,Botafogo,Atlético Mineiro,0,3,2.32,3.4,3.0,Atlético Mineiro,3.0
2018,15,Cruzeiro,Bahia,1,1,1.44,4.1,9.0,Empate,4.1
